# capacity
1100.581060

# weight price
8.012864 13.012864
4.827924 9.827924
8.325663 13.325663
6.358357 11.358357
6.107444 11.107444
1.664840 6.664840
4.120856 9.120856
8.898837 13.898837
1.029582 6.029582
3.624520 8.624520
7.611645 12.611645
8.795495 13.795495
4.157755 9.157755
1.781337 6.781337
5.616491 10.616491
3.716067 8.716067
9.019264 14.019264
3.048474 8.048474
9.870010 14.870010
7.683425 12.683425
8.975997 13.975997
4.760137 9.760137
1.185329 6.185329
4.899506 9.899506
5.462800 10.462800
2.244092 7.244092
2.740039 7.740039
5.653229 10.653229
4.181538 9.181538
5.006669 10.006669
6.222816 11.222816
3.213877 8.213877
4.240407 9.240407
3.625729 8.625729
8.067060 13.067060
4.707658 9.707658
8.385931 13.385931
8.198796 13.198796
1.928896 6.928896
9.098062 14.098062
6.005812 11.005812
2.600455 7.600455
2.464526 7.464526
7.606680 12.606680
8.107106 13.107106
5.744711 10.744711
4.941367 9.941367
1.093684 6.093684
2.977060 7.977060
5.142692 10.142692
1.256328 6.256328
9.626414 14.626414
9.686499 14.686499
3.990731 8.990731
2.261148 7.261148
3.077580 8.077580
5.242013 10.242013
1.133062 6.133062
3.551419 8.551419
7.942105 12.942105
5.155836 10.155836
8.219354 13.219354
8.805115 13.805115
8.501449 13.501449
1.586466 6.586466
8.163829 13.163829
4.663962 9.663962
5.961064 10.961064
6.500583 11.500583
7.895439 12.895439
2.159162 7.159162
8.997533 13.997533
8.782542 13.782542
6.528828 11.528828
7.198112 12.198112
1.803945 6.803945
5.139847 10.139847
3.247827 8.247827
4.861239 9.861239
9.378651 14.378651
3.519100 8.519100
4.601333 9.601333
2.670365 7.670365
9.399954 14.399954
4.893123 9.893123
8.105248 13.105248
7.464086 12.464086
8.630184 13.630184
9.625676 14.625676
7.679321 12.679321
4.850183 9.850183
5.177565 10.177565
6.397897 11.397897
7.050730 12.050730
9.996240 14.996240
1.113004 6.113004
5.985127 10.985127
1.782711 6.782711
8.348495 13.348495
2.623358 7.623358
7.256642 12.256642
9.785206 14.785206
3.277228 8.277228
1.069320 6.069320
2.750102 7.750102
5.636247 10.636247
4.036139 9.036139
1.553312 6.553312
4.064612 9.064612
1.677800 6.677800
7.428113 12.428113
8.440025 13.440025
2.120664 7.120664
8.490176 13.490176
7.989369 12.989369
9.646461 14.646461
4.927853 9.927853
1.224170 6.224170
3.872315 8.872315
8.244758 13.244758
3.624598 8.624598
1.385466 6.385466
6.520203 11.520203
4.815659 9.815659
