# capacity
274.495600

# weight price
2.995120 7.995120
6.079664 11.079664
1.246793 6.246793
4.754004 9.754004
1.268998 6.268998
7.510551 12.510551
8.402096 13.402096
9.492126 14.492126
9.848481 14.848481
3.963437 8.963437
9.733675 14.733675
1.053099 6.053099
3.120163 8.120163
1.434544 6.434544
3.998197 8.998197
2.387128 7.387128
7.607230 12.607230
7.084363 12.084363
3.639408 8.639408
3.064804 8.064804
9.161984 14.161984
5.889101 10.889101
7.327517 12.327517
7.314444 12.314444
9.111667 14.111667
8.404987 13.404987
9.810935 14.810935
5.125615 10.125615
7.727089 12.727089
9.277434 14.277434
5.704249 10.704249
1.199521 6.199521
3.322415 8.322415
8.102161 13.102161
5.261647 10.261647
3.801982 8.801982
1.680043 6.680043
6.915248 11.915248
8.273474 13.273474
7.580966 12.580966
7.353647 12.353647
3.601454 8.601454
4.297187 9.297187
6.492114 11.492114
2.510172 7.510172
3.289962 8.289962
2.282629 7.282629
1.759367 6.759367
1.266740 6.266740
5.229437 10.229437
5.917917 10.917917
5.713664 10.713664
5.534941 10.534941
1.688518 6.688518
2.167556 7.167556
7.744998 12.744998
7.047183 12.047183
7.046121 12.046121
1.403720 6.403720
1.442518 6.442518
2.586172 7.586172
4.209678 9.209678
6.389038 11.389038
6.148475 11.148475
7.679477 12.679477
8.808556 13.808556
7.705246 12.705246
8.917361 13.917361
2.690321 7.690321
1.928768 6.928768
8.599405 13.599405
9.306944 14.306944
9.329854 14.329854
7.779181 12.779181
7.884241 12.884241
4.956256 9.956256
4.551557 9.551557
3.039382 8.039382
5.364189 10.364189
5.323606 10.323606
7.846001 12.846001
1.006649 6.006649
1.560866 6.560866
9.420830 14.420830
7.885208 12.885208
7.428655 12.428655
2.181890 7.181890
9.594652 14.594652
7.460850 12.460850
7.262838 12.262838
1.465600 6.465600
1.711126 6.711126
5.817109 10.817109
3.491270 8.491270
2.207405 7.207405
3.056662 8.056662
7.268296 12.268296
7.999484 12.999484
9.176491 14.176491
8.485405 13.485405
